"username","userId","entryTitle","entryTitleId","entryId","entry","entryDate"
"nobet tutan kobra","1097327","yaş aldıkça anlamsızlaşan şeyler","6012740","92630385","futbol bunlardan biridir. her yıl aynı kupa için kavga eden milyonlarca insan ve bir sonraki yıl unutulan kavgalar.","15.07.2019 12:09"
"nobet tutan kobra","1097327","üniversite mezunlarının işsiz kalma sebebi","2113134","92630365","üniversite mezunları gerekli donanımla mezun olamıyorlar ne yazık ki. eh tabi bir de iş yok. şu sıra bir arkadaşımın kardeşi itü mimarlık bitirdi ve iş bulamıyor çünkü piyasadaki bir çok sektör durdu nasıl iş bulsun.","15.07.2019 12:08"
"nobet tutan kobra","1097327","izmir'de parasızlıktan karakola bırakılan kediler","6108290","92612050","mesele bir çift canlı meselesi arkadaşlar, onların da canı var ve bizlerin yardımına muhtaçlar lütfen yardımcı olun.","14.07.2019 22:52"
"nobet tutan kobra","1097327","her şey yolunda giderken sevgilinin ayrılması","2024369","92602785","bunu yapan ya liseli ergendir ya da psikolojisi bozuk birisidir. her iki durumda da boşverin üzülmeye değmez.","14.07.2019 19:21"
"nobet tutan kobra","1097327","kayınçosuyla güreşirken tuşe olan yeni gelin","6108042","92602714","kayınçomla gece gece güreşmeceler","14.07.2019 19:19"
"nobet tutan kobra","1097327","imamlar grev yapabilir","6107201","92602630","grev derken namaza mı gitmeyecekler? ha hoş zaten bir çoğu izin günlerinde namaza gitmedikleri için çok da problem olmayacaktır.","14.07.2019 19:17"
"nobet tutan kobra","1097327","1998 sonrası jenerasyondaki ateizm eğilimi","6105286","92496388","her akım bir tepki doğurur ve yenilenme gereksinimi hissettirir, 85-95 arası kuşak akp ve siyasal islama doydu ve tepkili doğal olarak yeni nesil bir 20yıl tepki gösterecektir ancak 20yıl sonra işler tersine dönebilir, işte bunu kim bilebilir ki? tabiki zaman...","12.07.2019 04:45"
"nobet tutan kobra","1097327","3. havalimanı unifree işe alım rezaleti","6058445","92490885","rezalet ve şark kurnazlığının daniskasıdır","12.07.2019 00:58"
"nobet tutan kobra","1097327","uzak mesafe ilişkisi","1593693","92475428","bu konuda söylenecek tek şey; ağır mallıktır. başka bir söz bu ilişkiye farklı anlam katar. hem erkek hem kız için bu ilişki boşa vakit kaybı hatta ömürden yitip giden günlerden ibarettir.","11.07.2019 20:24"
"nobet tutan kobra","1097327","kepçe kulak ameliyatı","6104802","92474944","böyle bir şey var ve bugün öğrendiğime göre 18 yaşına kadar devlet hastanelerinde ücretsiz olarak yapılıyormuş. ancak 18 yaşından sonra başarı oranı düşüyormuş. ayrıca devlet hastanesindeki doktor; ameliyattan sonra açılma ve eski haline dönme ihtimalinin yüksek olduğunu söyledi. sanırım doktor bu ameliyat konusunda tecrübesizdi. ancak bu konuda tecrübeli birisi kimdir kime ameliyat olmak gerekir ve kaç paraya malolur bilemiyorum.","11.07.2019 20:14"
"nobet tutan kobra","1097327","rte'nin zübük filmini izleyince hissettikleri","6104428","92459644","muhtemelen gençliğinde izlemiş ve tıpkı bizler gibi düzene baş kaldırmıştır. ancak... koltuğu ele geçirdiği yıllardan itibaren makam mevki güç zehirlenmesi yaşamaya başlamış şu an bulunduğu duruma gelmiştir.","11.07.2019 13:39"
"nobet tutan kobra","1097327","son 1 ayda 333 bin kişinin işsiz kalması","6104422","92459405","bunlar buz dağının görünen yüzü yani gidip işkura kayıt yaptıranlardır. ülkede kaç kişi çalışıyor ve kaç kişi iş arıyor tam sayıyı bir çıkartsak o gün rekor rakamları görmüş olacağız.","11.07.2019 13:33"
"nobet tutan kobra","1097327","11 temmuz 2019 bm uygur bildirisi","6104392","92459347","mehmet bahçeli ve ümmetin lideri bu bildiriye imza atanları kınamalıdır. bu dış güçler eğer bir şeye karşıysa kesin kötüdür.","11.07.2019 13:31"
"nobet tutan kobra","1097327","okulunu kiraya veren müdür","6103678","92427649","okul müdürleri okullara ticarethane olarak bakar, öğrenciler onlar için müşteridir öğretmenler ise çalışan.","10.07.2019 20:06"
"nobet tutan kobra","1097327","2023 için koyulan hedeflerin küçültülmesi","6103688","92427457","sırf hedef koymak için koyulmuş sıradan bir türk planlaması. eşşek ve altın semer hikayesiyle paralel durumlar.","10.07.2019 20:00"
"nobet tutan kobra","1097327","ümmeti parçalamaya hakkınız yok","6102727","92395793","ümmetin liderinin haklı serzenişi.","10.07.2019 01:35"
"nobet tutan kobra","1097327","türk eğitim sisteminin sorunları","4595763","92387525","- öğretmenlerin öğrencilerden önce çay sigara yapmak için bahçeye veya sigara içme odasına koşması.(öğretmenlerin öğrencilere ve işine olan ilgisini kolayca özetleyen bir hareket.)- öğretmenlerin sürekli ailelerden dert yanması, halbuki türkiyedeki eğitim düzeyi göz önüne alındığında eğitimsiz ailelerin bilinçli şekilde çocuklarının eğitimlerine katkı sağlaması beklenemez.- öğretmenlerin sürekli maaşlarından şikayetçi olması ancak okul bahçesinin araba galerisi gibi olması.- öğretmenlerin müdürlerinin de öğretmen olması, müdürlerin müdürlerinin de öğretmen olması, onların müdürlerinin de öğretmen olması, denetleyenlerin de öğretmen olması.","09.07.2019 22:54"
"nobet tutan kobra","1097327","lexus rx 300","6101835","92361713","sözlükte gezerken sayfanın ortasında beliren google reklamlarında karşıma çıkan araba. yaza özel 690.000tl rakamla altıyüzdoksanbintl imiş. tabiki bu parayla araba alabilecek sözlük yazarlarımız muhakkak vardır, herhalde galiba sanırsam vardır yani. yoksa ben o parayla kocaman bir sera kurar onu da 2 yılda amorti ederim.","09.07.2019 11:54"
"nobet tutan kobra","1097327","hasan subaşı","5687967","92185027","izcilik federasyonu nedir ne işe yarar bana biri açıklasın lütfen???bu başlığa entry girmek bile yanlış bence ancak insan merak ediyor.","05.07.2019 14:04"
"nobet tutan kobra","1097327","erkan tan ekşi'de yazar olsa kullanacağı nick","5997988","91893057","(bkz: eksi2017)","29.06.2019 13:47"
"nobet tutan kobra","1097327","turistten ayak bastı parası alınmalı","6090150","91892980","(bkz: berat albayrak bunu beğendi)","29.06.2019 13:46"
"nobet tutan kobra","1097327","ertuğrul bey","91007","91875640","malum dizide anlatılanların tamamı uydurma hikayeler olduğunu yeni öğrendim. --- spoiler ---osmanlı devletinin ilk yıllarına ait gerçek anlamda kayıtlar(birkaç mimari ve sikkeler dışında) kayıtlar yoktur. ilk beyler osman bey, orhan bey ve murad bey’e ilişkin hemen hemen tüm bildiklerimiz söylentidir.--- spoiler ---(bkz: daniel goffman)osman bey bile neredeyse hiç tanınmazken orhangazi diye dizi yapıp malum kitleyi inandırmak nasıl bir şeydir.","29.06.2019 01:07"
"nobet tutan kobra","1097327","ertuğrul gazi'nin babasının gündüz alp olması","5957567","91875373","(bkz: öğrenildiğinde ufku iki katına çıkaran şeyler)","29.06.2019 01:01"
"nobet tutan kobra","1097327","rektör yardımcısının kızının inanılmaz yükselişi","6089726","91861172","dış güçlerin oyunu bunlar yoksa bizim reisimiz böyle şeylere zinhar izin vermez","28.06.2019 20:18"
"nobet tutan kobra","1097327","tsk'da sedat peker için yürüyüş kararı sayılması","6089103","91839142","devlet memurlarının ve devletin içler acısı halini gün yüzüne çıkarmış mahkeme kararı.","28.06.2019 12:26"
"nobet tutan kobra","1097327","cübbeli ahmet'in u dönüşü","6088900","91839085","müslüman olmadığını ve islamı bir gelir kapısı olarak kullandığını düşündüğüm birinin rezil olduğu durum.","28.06.2019 12:25"
"nobet tutan kobra","1097327","evlilikteki en büyük sorun","4565308","91808050","paradır, eğer paranız yoksa evlilikte çok büyük sorunlar doğacak ve huzursuz bir evliliğiniz olacaktır.paranız varsa da başka sorunlar çıkabilir ancak paranız yoksa kesin ve büyük bir sorununuz var demektir.","27.06.2019 20:37"
"nobet tutan kobra","1097327","kanal d ana haber bülteni","632826","91754505","ulan bi kişi de demiyor ki; aga bu nedir? bu nasıl haber bülteni? nerde m.ali birandın sunduğu bülten nerde bugün izlediğim şey. haberler haber değil spikerler zaten haberci değil. sanırım haberleri asgari ücretle çalışan emekçi kardeşlerimiz hazırlıyor ve sunuyor. zira bu kalite ile izlenme ve reklam alamazlar ve eleman maaşlarını ödeyemezler.","26.06.2019 19:59"
"nobet tutan kobra","1097327","cumhurbaşkanına verilen insan hakları ödülü","6086052","91713282","ulu hakanımız kıymetlimiz cumhurbaşkanımıza dünya yaşlanma konseyi tarafından verilen ödül.--- spoiler ---dünya yaşlanma konseyi yönetimi, cumhurbaşkanı recep tayyip erdoğan'a yaşlanma, yaşlılık ve yaşlılarla ilgili yaptığı çalışmalardan dolayı 'ömür boyu insan hakları elçisi' ödülü vermeye karar verdi. kararla ilgili bilginin bakanlıklara iletildiği belirtildi.--- spoiler ---","25.06.2019 22:08"
"nobet tutan kobra","1097327","petrol ofisi tuvalet kullandırmama kararı","6085480","91699384","en son gittiğim bandırmadaki bir şubesinde de tuvaletler rezaletti, opetin gözünü seveyim.","25.06.2019 16:35"
"nobet tutan kobra","1097327","donalt trump'ın imamoğlu lehine atacağı tweet","6078904","91497743","benim de böyle bir beklentim var bakalım hangi dış güç başkanı atacak bu hain tweeti","20.06.2019 18:04"
"nobet tutan kobra","1097327","istanbul seçim sürecinden bıkkınlık gelmesi","6078917","91497681","sabredelim 3 gün kaldı her şey çok güzel olacak.","20.06.2019 18:02"
"nobet tutan kobra","1097327","torku'nun üretimi durdurduğu iddiası","6070746","91227790","bilgi teyit dahi edilmeden salyalarını saçan asalak muhalifler toplanmış. ulan herşeye de muhalif olmayın be. hay sikeyim sizin beyninizi!!!","13.06.2019 14:21"
"nobet tutan kobra","1097327","karl marx'ın hizmetçisini hamile bırakması","4692894","91143626","ben buna çok benzer bir olay okumuştum biryerlerde, ha o zamanlar hizmetçiye köle deniyormuş galiba...","11.06.2019 13:07"
"nobet tutan kobra","1097327","türkiye'deki güvensiz kan alımı skandalı","6066389","91096570","gönüllü olarak kan verilen(bağış yapılan) bir kurumda zoraki şekilde çalışan memurlar olduğundan ve benden(4arkadaşım ile) mesai saati dolduğu gerekçesiyle kan almadıkları günden beridir(7yıl) uzak durduğum kurumun yaptığı skandaldır. memur zihniyeti bunu gerektirir.","10.06.2019 08:32"
"nobet tutan kobra","1097327","6 haziran 2019 hulusi akar'ın sert açıklaması","6063321","90959255","(bkz: kimse bizim sabrımızı sınamasın)","06.06.2019 20:07"
"nobet tutan kobra","1097327","öyle demek istemedi daire başkanlığı","6063313","90959238","(bkz: gerçek bakanlığı)(bkz: bin dokuz yüz seksen dört)","06.06.2019 20:07"
"nobet tutan kobra","1097327","binali yıldırım'ın pekaka'ya pekeke demesi","6063326","90959114","oy için, sayın pekeke efendi hoca hazretleri bile diyebilir.(bkz: yavaş dön reis ümmet hızına yetişemiyor)","06.06.2019 20:02"
"nobet tutan kobra","1097327","ekşi swinger ilişki ağı","6063193","90956145","(bkz: vay anam vay neler dönmüş serhat ya)","06.06.2019 18:22"
"nobet tutan kobra","1097327","ruby çikolata","5874464","90924102","dondurmada yenilince kaliteli bir meyveli* dondurma yiyiyormuş hissi veren şey. ancak asla bir çikolata değil.","05.06.2019 21:17"
"nobet tutan kobra","1097327","firat1186","6055532","90664142","kendisinin şu enrtysi şurda dursun (#90659993).pedofiliyi özendiren kitapları savunmak da suçtur bunu öğrenir diye umuyorum.","29.05.2019 18:12"
"nobet tutan kobra","1097327","maksat muhabbet","1233327","90654354","o kadar boş bir yazar ki 1300* entry girmiş olmasına rağmen hakkında hiç entry girilmemiş.","29.05.2019 13:12"
"nobet tutan kobra","1097327","akademisyen ile öğretmen arasındaki fark","4381431","90608007","kendi muhatap olduklarımdan yola çıkarsam(okuduğum okullar (18yıl) çalıştığım okullar(1yıl) ikisi de hiç bir işe yaramaz. sadece boş kadroları doldurmak için oradadır, çay sigara ile mesai saatini doldurur ve gider. ders saatlerinde de öğrencilere bişey veremezler.öğretmenler için %1 oranında kaliteli eğitimci görebilirsiniz, akademisyenler için bu oran %20-25 civarındadır ancak yinede büyük çoğunluğu çay sigara tayfasından ileri değildir.","28.05.2019 11:10"
"nobet tutan kobra","1097327","erkin şahinöz","1906002","90584659","kendisi şu sözün sahibidir;--- spoiler ---sıra dışı insanlar lazım bize, toplumsal normları kabul etmeyen, elalem ne der diye bakmayan, kalıplara girmeyen... yeri geldiğinde güce karşı, yeri geldiğinde halkına karşı, yeri geldiğinde de kendine karşı ters düşme hakkını kullanma cesaretini gösterebilecek yaratıcı sınıfa ihtiyacımız var.bizi aydınlığa taşıyacak olanlar vasatlık konforundan çıkaracak olanlar da onlardır. aydınlama cüretli insanların işidir!--- spoiler ---","27.05.2019 19:39"
"nobet tutan kobra","1097327","5 tl'lik madeni para","5362933","90576501","davulcu parası olarak bile kullanılmayan 5tl banknotlar için artık gerekli olan madeni para.","27.05.2019 15:17"
"nobet tutan kobra","1097327","en havalı japonca soyisim","6047277","90367767","tabiki honda (büyük harflerle okuyun)","21.05.2019 23:39"
"nobet tutan kobra","1097327","tuğba södekoğlu","4072862","90201743","tarihe not düşülsün; kendisi günümüzün tipik reha muhtar muhabiridir. gerçi muhabirliği konusunda bir çok tartışma var ancak konumuz bu değil.nerede haber bülteninin süresini doldurmak için yapılmış bir haber var altından bu hanım çıkıyor.bu kadın daha önce atv de muhabirlik yapıyordu ne olduysa show tv ye geçti, ancak kalitesinden hiç bir şey artırmadı sürekli saçma haberler yapmaya devam ediyor.bu kadın haftanın 5 günü haber yapıyorsa bunların tamamı şöyle haberlerden oluşuyor;1. pazarda meyve sebze fiyatları karşılaştırması.2. antep mutfağından bir yemek haberi.3. hayvanat bahçesinden bir gün.4. urfa mutfağından bir yemek haberi.5. istanbulda açılan bir bit pazarından ucuz alışveriş haberi.ileride bir gün önemli mevkilere gelirse bu günleri unutulmasın.","17.05.2019 19:41"
"nobet tutan kobra","1097327","bekçiye öğretmenden fazla maaş vermek","6042308","90200505","bence öğretmenleri yazları sanayiye çırak olarak verelim ve para kazanmayı öğretelim sonra işlerinin kıymetini bilir ve eğitimde kaliteyi oluşturabilirler. baba parasıyla dershanelerde büyümüş sonra da kpss çalışıp öğretmen olmuş sendika partizanı sevgili öğretmenlerimiz daha hayatın ciddiyetinin farkında bile değiller.peşin edit : yaz tatillerinde çay bahçelerinde garsonluk yaptınız diye hayatı öğrendiniz sanmayın.","17.05.2019 19:00"
"nobet tutan kobra","1097327","penaltısaray","3523905","90145750","açmayın şöyle başlıklar sandalyeden düştüm.tanım: galatasaray","16.05.2019 09:09"
"nobet tutan kobra","1097327","mehmet barlas","68220","90127079","şu anda ntv de ak partiye oy istemektedir.mottosu da :“nankör olmayalım” daha önce istanbulda su yoktu ak parti su getirdi.","15.05.2019 21:06"
"nobet tutan kobra","1097327","bin dokuz yüz seksen dört","548153","90064672","tesadüfe bakın ki, ben bu kitabı bu ay okudum. eğer geçen yıllarda okumuş olsaydım muhtemelen bu kadar anlamlı ve gerçekçi gelmeyecekti. ancak ne yazık ki kitaptakiler gerçek ve türkiye cumhuriyetinde bizzat kitapta yazılanlar yaşanıyor.","14.05.2019 07:27"
"nobet tutan kobra","1097327","13 mayıs 2019 tv8 fenerbahçe winwin yayını","6037374","90051004","bu nasıl şaklabanlıktır yüce tanrım sunucular konuklar yorumcular hepsi bir olmuş ancak konuşacak hiç bir şey bulamıyorlar.başkası adına utanmak işte budur. orada olmak istemezdim.","13.05.2019 21:45"
"nobet tutan kobra","1097327","kenya yerli otomobilini üretti","6034117","89908738","şu seçimleri akp kazansın işte o zaman ekonomimiz şahlanacak yerli ve milli otomobilimizi ve yerli f16 mızı üreteceğiz allahın izniyle*","10.05.2019 09:27"
"nobet tutan kobra","1097327","topraksız tarım","923611","89830502","kısa zaman içerisinde girişmeyi düşündüğüm altyapı çalışmalarına giriştiğim iş. tecrübeliler tabiki size bir mesaj kadar yakınım","08.05.2019 11:07"
"nobet tutan kobra","1097327","ukrayna'nın 38 ton domatesi geri göndermesi","6026834","89663813","38 ton neden bu kadar büyütüldü anlamadım topu topu 2 kamyon domates. olabilir hatalı çıkmıştır vardır bir eksiklik, burdan da bu kadar mağduriyet çıkarmamak lazım.","04.05.2019 11:51"
"nobet tutan kobra","1097327","30 nisan 2019 venezuela darbesi","6023231","89525184","tarihi bir olaya şahit oluyoruz zaman herşeyi gösterecek. darbeler kötüdür ancak...","30.04.2019 13:46"
"nobet tutan kobra","1097327","winstoncodeaqua","6021090","89438591","yeni bir yazar hoş gelmiş.ilk girdiği entrylere bakılırsa kendisi kadın ve ilgi çekmek için cinsellikle ilgili başlıklara yazıyor.şimdiden bir hayran kitlesi yartmaya başlamış zira her entrysi bir çok favori alıyor.umarım aradığını bulur, kendisine başarılar diliyoruz.","28.04.2019 10:12"
"nobet tutan kobra","1097327","yere çöp atana para cezası kesilsin kampanyası","5779567","89380030","yasakçı zihniyetin kampanyaya dönüşmüş hali. cahile medeniyet böyle öğretilmez.","26.04.2019 18:04"
"nobet tutan kobra","1097327","sanal kayyum","6019523","89379968","özet geçiyorumbüyükşehir belediyelerinin meclis oturumlarının youtube gibi kolay ulaşılabilir mecralardan alarak;e-devlet gibi hantal bir sisteme sokacaklar sonra da yayınlar donacak, takılacak milleti izlemekten soğutacaklar. böylece yine sadece kendi medya organlarından millete kırpılmış kısımları pompalamaya devam edecekler.","26.04.2019 18:02"
"nobet tutan kobra","1097327","ip'nin cezayir soykırımı hakkında kanun teklifi","6019958","89379752","ülkede güzel şeyler olduğunu bizlere göstermiştir. ben akademik çalışmaların etkili olabileceğini düşünsem dahi bu çalışmalar maaşlı devlet memurları tarafından yapılacağı için yine yarım kalacağını ve bir süre sonra unutulacağını düşünüyorum. ben bu haliyle evet diyorum.eyyorlamam bu kadar.","26.04.2019 17:56"
"nobet tutan kobra","1097327","m. ceceli'nin eşiyle intizar'ın ilişki yaşaması","5980954","88814823","gündemden düşen bir konuyu yeniden hortlatma çabası. acaba intizar yeni kaset mi çıkaracak?(bkz: reklamın iyisi kötüsü olmaz)","11.04.2019 15:34"
"nobet tutan kobra","1097327","italya'nın ermeni soykırımını tanıması","6003269","88813331","hemen fiat-doblomu yakarak misilleme yapacağım olay.","11.04.2019 14:51"
"nobet tutan kobra","1097327","insanın anlam arayışı","138397","88598600","temiz bir epub/mobi versiyonunu aradığım kitap. zira internetteki tüm bulduklarım harf hatalarıyla dolu.","06.04.2019 09:06"
"nobet tutan kobra","1097327","aynur aydının sosyal medya hesabının hacklenmesi","5996670","88598447","ben bu kadının yaptığı müziği beğeniyorum ancak nedense bir türlü istediği çıkışı yapamadı. şimdi de hiç kimse hack olayının gerçek olduğuna inanmıyor. çünkü kendini ispat edemedi.eğer hesabı çalınan demet akalın vs. gibi popüler şarkıcılar olsaydı herkes çıplak fotoların peşine düşecekti. kimse kadının sözüne bile inanmıyor.","06.04.2019 08:56"
"nobet tutan kobra","1097327","5 nisan 2019 ekrem imamoğlu fox tv yayını","5994881","88563251","birisi şu ismail küçükkaya demilen sunucumsuyu başka kanala transfer etsin de vatandaş kurtulsun","05.04.2019 11:35"
